t,ELBO,ll,kl,lmbda
0,-6.911380290985107,-6.911380290985107,92.62764739990234,0.0
20,-0.7942681312561035,-0.7942681312561035,92.94715118408203,0.0
40,-0.7140600681304932,-0.7140600681304932,93.25802612304688,0.0
60,-0.41843461990356445,-0.41843461990356445,93.67779541015625,0.0
80,-0.23086223006248474,-0.23086223006248474,94.17364501953125,0.0
100,-0.0761236846446991,-0.0761236846446991,94.7210922241211,0.0
120,0.03295082598924637,0.03295082598924637,95.2869873046875,0.0
140,0.11054308712482452,0.11054308712482452,95.77558135986328,0.0
160,0.17166730761528015,0.17166730761528015,96.15574645996094,0.0
180,0.20597527921199799,0.20597527921199799,96.46554565429688,0.0
200,0.23810908198356628,0.23810908198356628,96.7294692993164,0.0
220,0.2605617642402649,0.2605617642402649,96.96477508544922,0.0
240,0.28199151158332825,0.28199151158332825,97.18904876708984,0.0
260,0.30118513107299805,0.30118513107299805,97.3891372680664,0.0
280,0.31698116660118103,0.31698116660118103,97.57705688476562,0.0
300,0.3321232795715332,0.3321232795715332,97.75408172607422,0.0
320,0.3446880280971527,0.3446880280971527,97.92098999023438,0.0
340,0.35688307881355286,0.35688307881355286,98.07994079589844,0.0
360,0.3685700595378876,0.3685700595378876,98.23184967041016,0.0
380,0.37954145669937134,0.37954145669937134,98.37747192382812,0.0
400,0.3891896605491638,0.3891896605491638,98.51710510253906,0.0
420,0.39842477440834045,0.39842477440834045,98.64923095703125,0.0
440,0.40670984983444214,0.40670984983444214,98.7764663696289,0.0
460,0.4204453229904175,0.4204453229904175,98.90098571777344,0.0
480,0.4255121946334839,0.4255121946334839,99.0200424194336,0.0
500,0.43213748931884766,0.43213748931884766,99.13401794433594,0.0
520,0.4366331696510315,0.4366331696510315,99.24283599853516,0.0
540,0.4409681558609009,0.4409681558609009,99.3464584350586,0.0
560,0.4446107745170593,0.4446107745170593,99.44526672363281,0.0
580,0.44825130701065063,0.44825130701065063,99.53994750976562,0.0
600,0.4515474736690521,0.4515474736690521,99.63123321533203,0.0
620,0.4543464481830597,0.4543464481830597,99.72119903564453,0.0
640,0.4570736587047577,0.4570736587047577,99.80840301513672,0.0
660,0.4597461223602295,0.4597461223602295,99.89317321777344,0.0
680,0.4627170264720917,0.4627170264720917,99.97588348388672,0.0
700,0.4648747444152832,0.4648747444152832,100.05718994140625,0.0
720,0.46776679158210754,0.46776679158210754,100.1378173828125,0.0
740,0.4698985517024994,0.4698985517024994,100.21612548828125,0.0
760,0.47273242473602295,0.47273242473602295,100.29241943359375,0.0
780,0.475097119808197,0.475097119808197,100.3671646118164,0.0
800,0.4775945842266083,0.4775945842266083,100.44051361083984,0.0
820,0.4798649847507477,0.4798649847507477,100.51201629638672,0.0
840,0.4821149408817291,0.4821149408817291,100.58257293701172,0.0
860,0.4841771125793457,0.4841771125793457,100.65184020996094,0.0
880,0.48645833134651184,0.48645833134651184,100.71981811523438,0.0
900,0.48839256167411804,0.48839256167411804,100.786376953125,0.0
920,0.49047356843948364,0.49047356843948364,100.85187530517578,0.0
940,0.49190834164619446,0.49190834164619446,100.91586303710938,0.0
960,0.49438807368278503,0.49438807368278503,100.97913360595703,0.0
980,0.49492430686950684,0.49492430686950684,101.04161834716797,0.0
1000,0.4984910786151886,0.4984910786151886,101.10359191894531,0.0
1020,-0.316592812538147,-0.316592812538147,101.15802001953125,0.0
1040,0.1635819524526596,0.1635819524526596,101.21347045898438,0.0
1060,0.5004108548164368,0.5004108548164368,101.23282623291016,0.0
1080,0.5832845568656921,0.5832845568656921,101.27692413330078,0.0
1100,0.25448915362358093,0.25448915362358093,101.31077575683594,0.0
1120,0.5089134573936462,0.5089134573936462,101.34750366210938,0.0
1140,0.5979095101356506,0.5979095101356506,101.38507843017578,0.0
1160,0.25919732451438904,0.25919732451438904,101.42247772216797,0.0
1180,0.5097925066947937,0.5097925066947937,101.46048736572266,0.0
1200,0.5978192090988159,0.5978192090988159,101.49855041503906,0.0
1220,0.25627514719963074,0.25627514719963074,101.53630065917969,0.0
1240,0.5083140730857849,0.5083140730857849,101.57489013671875,0.0
1260,0.5985068082809448,0.5985068082809448,101.61344909667969,0.0
1280,0.2540034353733063,0.2540034353733063,101.6516342163086,0.0
1300,0.5074306726455688,0.5074306726455688,101.69122314453125,0.0
1320,0.5990967154502869,0.5990967154502869,101.73136901855469,0.0
1340,0.25159385800361633,0.25159385800361633,101.7722396850586,0.0
1360,0.5059952139854431,0.5059952139854431,101.81510925292969,0.0
1380,0.5985693335533142,0.5985693335533142,101.85772705078125,0.0
1400,0.2455938458442688,0.2455938458442688,101.89909362792969,0.0
1420,0.5042877197265625,0.5042877197265625,101.94268035888672,0.0
1440,0.5982829332351685,0.5982829332351685,101.98481750488281,0.0
1460,0.24218475818634033,0.24218475818634033,102.0266342163086,0.0
1480,0.5043979287147522,0.5043979287147522,102.0696792602539,0.0
1500,0.5987825393676758,0.5987825393676758,102.11382293701172,0.0
1520,0.23913192749023438,0.23913192749023438,102.15691375732422,0.0
1540,0.5030779242515564,0.5030779242515564,102.19963836669922,0.0
1560,0.5995947122573853,0.5995947122573853,102.2414779663086,0.0
1580,0.23592349886894226,0.23592349886894226,102.2825927734375,0.0
1600,0.5030418634414673,0.5030418634414673,102.32473754882812,0.0
1620,0.60174560546875,0.60174560546875,102.36740112304688,0.0
1640,0.2349845916032791,0.2349845916032791,102.41118621826172,0.0
1660,0.5045611262321472,0.5045611262321472,102.4565658569336,0.0
1680,0.6030412316322327,0.6030412316322327,102.50163269042969,0.0
1700,0.2323908507823944,0.2323908507823944,102.54591369628906,0.0
1720,0.5051397085189819,0.5051397085189819,102.59144592285156,0.0
1740,0.6039896011352539,0.6039896011352539,102.63692474365234,0.0
1760,0.23130325973033905,0.23130325973033905,102.6821517944336,0.0
1780,0.5052217245101929,0.5052217245101929,102.72894287109375,0.0
1800,0.6040615439414978,0.6040615439414978,102.7757568359375,0.0
1820,0.22943033277988434,0.22943033277988434,102.82249450683594,0.0
1840,0.5031663179397583,0.5031663179397583,102.87071228027344,0.0
1860,0.6042718291282654,0.6042718291282654,102.91891479492188,0.0
1880,0.22502149641513824,0.22502149641513824,102.96678924560547,0.0
1900,0.5020662546157837,0.5020662546157837,103.01624298095703,0.0
1920,0.6042266488075256,0.6042266488075256,103.0657730102539,0.0
1940,0.22097285091876984,0.22097285091876984,103.11510467529297,0.0
1960,0.500921368598938,0.500921368598938,103.16606140136719,0.0
1980,0.6039426922798157,0.6039426922798157,103.2171630859375,0.0
2000,0.2170805037021637,0.2170805037021637,103.26802825927734,0.0
2020,0.49956756830215454,0.49956756830215454,103.32058715820312,0.0
2040,0.6033769845962524,0.6033769845962524,103.37312316894531,0.0
2060,0.21330176293849945,0.21330176293849945,103.42536163330078,0.0
2080,0.49810662865638733,0.49810662865638733,103.47927856445312,0.0
2100,0.6025258302688599,0.6025258302688599,103.53315734863281,0.0
2120,0.20964735746383667,0.20964735746383667,103.58665466308594,0.0
2140,0.4963575303554535,0.4963575303554535,103.64186096191406,0.0
2160,0.6013713479042053,0.6013713479042053,103.69697570800781,0.0
2180,0.20606006681919098,0.20606006681919098,103.7517318725586,0.0
2200,0.4945842921733856,0.4945842921733856,103.8082504272461,0.0
2220,0.6002056002616882,0.6002056002616882,103.8646469116211,0.0
2240,0.20240476727485657,0.20240476727485657,103.9205551147461,0.0
2260,0.4928865432739258,0.4928865432739258,103.97824096679688,0.0
2280,0.5990794897079468,0.5990794897079468,104.03569030761719,0.0
2300,0.19933085143566132,0.19933085143566132,104.0926742553711,0.0
2320,0.49116796255111694,0.49116796255111694,104.1514892578125,0.0
2340,0.5981719493865967,0.5981719493865967,104.21009826660156,0.0
2360,0.19692827761173248,0.19692827761173248,104.26817321777344,0.0
2380,0.4901222586631775,0.4901222586631775,104.32818603515625,0.0
2400,0.5983850359916687,0.5983850359916687,104.3880386352539,0.0
2420,0.1960987150669098,0.1960987150669098,104.4476547241211,0.0
2440,0.49174219369888306,0.49174219369888306,104.50957489013672,0.0
2460,0.6019659638404846,0.6019659638404846,104.57170104980469,0.0
2480,0.19733820855617523,0.19733820855617523,104.63368225097656,0.0
2500,0.5000025033950806,0.5000025033950806,104.6978530883789,0.0
2520,0.609937846660614,0.609937846660614,104.76153564453125,0.0
2540,0.20243561267852783,0.20243561267852783,104.82431030273438,0.0
2560,0.5019271373748779,0.5019271373748779,104.8887710571289,0.0
2580,0.6114802956581116,0.6114802956581116,104.95254516601562,0.0
2600,0.2038135975599289,0.2038135975599289,105.015869140625,0.0
2620,0.5026094913482666,0.5026094913482666,105.08185577392578,0.0
2640,0.6120877861976624,0.6120877861976624,105.14764404296875,0.0
2660,0.2020210325717926,0.2020210325717926,105.21296691894531,0.0
2680,0.5032367706298828,0.5032367706298828,105.28166961669922,0.0
2700,0.6123237013816833,0.6123237013816833,105.35142517089844,0.0
2720,0.20212571322917938,0.20212571322917938,105.42057037353516,0.0
2740,0.5031105279922485,0.5031105279922485,105.49120330810547,0.0
2760,0.6120365262031555,0.6120365262031555,105.56084442138672,0.0
2780,0.201097771525383,0.201097771525383,105.62955474853516,0.0
2800,0.5011045932769775,0.5011045932769775,105.70015716552734,0.0
2820,0.6104616522789001,0.6104616522789001,105.76985931396484,0.0
2840,0.2003231942653656,0.2003231942653656,105.83857727050781,0.0
2860,0.49923479557037354,0.49923479557037354,105.90962219238281,0.0
2880,0.6090885996818542,0.6090885996818542,105.98051452636719,0.0
2900,0.1994529515504837,0.1994529515504837,106.05071258544922,0.0
2920,0.49796852469444275,0.49796852469444275,106.12342071533203,0.0
2940,0.6080297827720642,0.6080297827720642,106.19564819335938,0.0
2960,0.19847194850444794,0.19847194850444794,106.26689910888672,0.0
2980,0.496076762676239,0.496076762676239,106.3404312133789,0.0
3000,0.6065902709960938,0.6065902709960938,106.41334533691406,0.0
3020,-0.006440888624638319,-0.006440888624638319,106.45663452148438,0.0
3040,0.1848498433828354,0.1848498433828354,106.56584930419922,0.0
3060,0.9036725759506226,0.9036725759506226,106.64788818359375,0.0
3080,0.9194158911705017,0.9194158911705017,106.73873138427734,0.0
3100,0.6280213594436646,0.6280213594436646,106.80549621582031,0.0
3120,0.7809165120124817,0.7809165120124817,106.83610534667969,0.0
3140,0.604932427406311,0.604932427406311,106.87052917480469,0.0
3160,0.7655972242355347,0.7655972242355347,106.89717864990234,0.0
3180,0.8417912125587463,0.8417912125587463,106.92433166503906,0.0
3200,0.5826067924499512,0.5826067924499512,106.95002746582031,0.0
3220,0.7799091339111328,0.7799091339111328,106.97547912597656,0.0
3240,0.8484231233596802,0.8484231233596802,107.00120544433594,0.0
3260,0.5830087065696716,0.5830087065696716,107.02692413330078,0.0
3280,0.7832140326499939,0.7832140326499939,107.05221557617188,0.0
3300,0.8508350849151611,0.8508350849151611,107.07785034179688,0.0
3320,0.5829979181289673,0.5829979181289673,107.10333251953125,0.0
3340,0.7845858931541443,0.7845858931541443,107.12835693359375,0.0
3360,0.8525595664978027,0.8525595664978027,107.15373992919922,0.0
3380,0.5830253958702087,0.5830253958702087,107.17912292480469,0.0
3400,0.7855271100997925,0.7855271100997925,107.20419311523438,0.0
3420,0.8539367914199829,0.8539367914199829,107.22981262207031,0.0
3440,0.5825203657150269,0.5825203657150269,107.25550079345703,0.0
3460,0.7867566347122192,0.7867566347122192,107.2807846069336,0.0
3480,0.8552428483963013,0.8552428483963013,107.30653381347656,0.0
3500,0.5825828909873962,0.5825828909873962,107.332275390625,0.0
3520,0.787386953830719,0.787386953830719,107.357666015625,0.0
3540,0.856178343296051,0.856178343296051,107.38359832763672,0.0
3560,0.5831223726272583,0.5831223726272583,107.40968322753906,0.0
3580,0.7879475355148315,0.7879475355148315,107.43547821044922,0.0
3600,0.8572289943695068,0.8572289943695068,107.4617919921875,0.0
3620,0.5834081768989563,0.5834081768989563,107.48796081542969,0.0
3640,0.7888087034225464,0.7888087034225464,107.51348876953125,0.0
3660,0.8581526875495911,0.8581526875495911,107.5394515991211,0.0
3680,0.5836975574493408,0.5836975574493408,107.56547546386719,0.0
3700,0.789177417755127,0.789177417755127,107.59112548828125,0.0
3720,0.8587051033973694,0.8587051033973694,107.61751556396484,0.0
3740,0.5842954516410828,0.5842954516410828,107.64414978027344,0.0
3760,0.7893678545951843,0.7893678545951843,107.6704330444336,0.0
3780,0.8592729568481445,0.8592729568481445,107.6972885131836,0.0
3800,0.5842720866203308,0.5842720866203308,107.72415924072266,0.0
3820,0.7899056673049927,0.7899056673049927,107.75045013427734,0.0
3840,0.8599161505699158,0.8599161505699158,107.77723693847656,0.0
3860,0.5841057300567627,0.5841057300567627,107.80403137207031,0.0
3880,0.7902059555053711,0.7902059555053711,107.83036041259766,0.0
3900,0.8603153228759766,0.8603153228759766,107.85728454589844,0.0
3920,0.584181547164917,0.584181547164917,107.88426971435547,0.0
3940,0.7904412746429443,0.7904412746429443,107.91075897216797,0.0
3960,0.8607141375541687,0.8607141375541687,107.93783569335938,0.0
3980,0.5841291546821594,0.5841291546821594,107.96497344970703,0.0
4000,0.7907199263572693,0.7907199263572693,107.99161529541016,0.0
4020,0.8610982894897461,0.8610982894897461,108.0188980102539,0.0
4040,0.5840731859207153,0.5840731859207153,108.04625701904297,0.0
4060,0.7909725308418274,0.7909725308418274,108.07312774658203,0.0
4080,0.8614311814308167,0.8614311814308167,108.10060119628906,0.0
4100,0.5840819478034973,0.5840819478034973,108.12816619873047,0.0
4120,0.7911642789840698,0.7911642789840698,108.15523529052734,0.0
4140,0.8617011904716492,0.8617011904716492,108.18294525146484,0.0
4160,0.5841736197471619,0.5841736197471619,108.21074676513672,0.0
4180,0.7913022637367249,0.7913022637367249,108.2380599975586,0.0
4200,0.8619303107261658,0.8619303107261658,108.26605224609375,0.0
4220,0.5843038558959961,0.5843038558959961,108.29412078857422,0.0
4240,0.791409969329834,0.791409969329834,108.32173919677734,0.0
4260,0.8621311783790588,0.8621311783790588,108.35004425048828,0.0
4280,0.5844716429710388,0.5844716429710388,108.37845611572266,0.0
4300,0.7914960384368896,0.7914960384368896,108.40643310546875,0.0
4320,0.8623112440109253,0.8623112440109253,108.43506622314453,0.0
4340,0.5846657752990723,0.5846657752990723,108.46385192871094,0.0
4360,0.7916004657745361,0.7916004657745361,108.49223327636719,0.0
4380,0.8624919056892395,0.8624919056892395,108.52129364013672,0.0
4400,0.5849026441574097,0.5849026441574097,108.55052185058594,0.0
4420,0.7916513085365295,0.7916513085365295,108.57936096191406,0.0
4440,0.8626132607460022,0.8626132607460022,108.6089096069336,0.0
4460,0.5852516889572144,0.5852516889572144,108.63862609863281,0.0
4480,0.7917256355285645,0.7917256355285645,108.66800689697266,0.0
4500,0.8628674149513245,0.8628674149513245,108.69807434082031,0.0
4520,0.5855733752250671,0.5855733752250671,108.72828674316406,0.0
4540,0.7920351624488831,0.7920351624488831,108.75817108154297,0.0
4560,0.8633943796157837,0.8633943796157837,108.78865814208984,0.0
4580,0.585070013999939,0.585070013999939,108.81922912597656,0.0
4600,0.7925970554351807,0.7925970554351807,108.8493881225586,0.0
4620,0.8639100790023804,0.8639100790023804,108.88014221191406,0.0
4640,0.5844711661338806,0.5844711661338806,108.9110107421875,0.0
4660,0.7927941083908081,0.7927941083908081,108.94149780273438,0.0
4680,0.8641659021377563,0.8641659021377563,108.97262573242188,0.0
4700,0.5839482545852661,0.5839482545852661,109.00386810302734,0.0
4720,0.7929826378822327,0.7929826378822327,109.03471374511719,0.0
4740,0.8644496202468872,0.8644496202468872,109.06616973876953,0.0
4760,0.5833423137664795,0.5833423137664795,109.09770202636719,0.0
4780,0.7930838465690613,0.7930838465690613,109.12882995605469,0.0
4800,0.8646183609962463,0.8646183609962463,109.16057586669922,0.0
4820,0.5829706788063049,0.5829706788063049,109.19239044189453,0.0
4840,0.7931252121925354,0.7931252121925354,109.2238540649414,0.0
4860,0.8647841215133667,0.8647841215133667,109.255859375,0.0
4880,0.5825332403182983,0.5825332403182983,109.28797149658203,0.0
4900,0.7932347059249878,0.7932347059249878,109.31965637207031,0.0
4920,0.8649511337280273,0.8649511337280273,109.35191345214844,0.0
4940,0.5822094082832336,0.5822094082832336,109.38423156738281,0.0
4960,0.7931374907493591,0.7931374907493591,109.41619873046875,0.0
4980,0.8648992776870728,0.8648992776870728,109.44873809814453,0.0
5000,0.581951916217804,0.581951916217804,109.48127746582031,0.0
5020,0.5073894262313843,0.5073894262313843,109.50428771972656,0.0
5040,0.37216314673423767,0.37216314673423767,109.52239227294922,0.0
5060,0.4782790243625641,0.4782790243625641,109.5400619506836,0.0
5080,0.4514995515346527,0.4514995515346527,109.55227661132812,0.0
5100,0.4638538062572479,0.4638538062572479,109.56475830078125,0.0
5120,0.4771863520145416,0.4771863520145416,109.57948303222656,0.0
5140,0.4656743109226227,0.4656743109226227,109.59259033203125,0.0
5160,0.4802016317844391,0.4802016317844391,109.60792541503906,0.0
5180,0.4727320969104767,0.4727320969104767,109.62342071533203,0.0
5200,0.47341006994247437,0.47341006994247437,109.63762664794922,0.0
5220,0.4931207299232483,0.4931207299232483,109.65247344970703,0.0
5240,0.4928252696990967,0.4928252696990967,109.6648941040039,0.0
5260,0.49509328603744507,0.49509328603744507,109.67568969726562,0.0
5280,0.4986719489097595,0.4986719489097595,109.68600463867188,0.0
5300,0.496726393699646,0.496726393699646,109.69703674316406,0.0
5320,0.492404967546463,0.492404967546463,109.70751190185547,0.0
5340,0.5068690776824951,0.5068690776824951,109.71806335449219,0.0
5360,0.5012333393096924,0.5012333393096924,109.72892761230469,0.0
5380,0.49867963790893555,0.49867963790893555,109.73946380615234,0.0
5400,0.5116733312606812,0.5116733312606812,109.75023651123047,0.0
5420,0.5068724751472473,0.5068724751472473,109.76153564453125,0.0
5440,0.5047671794891357,0.5047671794891357,109.77276611328125,0.0
5460,0.5171369314193726,0.5171369314193726,109.78430938720703,0.0
5480,0.5114415884017944,0.5114415884017944,109.79651641845703,0.0
5500,0.509990930557251,0.509990930557251,109.80860900878906,0.0
5520,0.5205496549606323,0.5205496549606323,109.82101440429688,0.0
5540,0.5164100527763367,0.5164100527763367,109.83393096923828,0.0
5560,0.5149672627449036,0.5149672627449036,109.8466567993164,0.0
5580,0.5258730053901672,0.5258730053901672,109.8595199584961,0.0
5600,0.5198735594749451,0.5198735594749451,109.87271118164062,0.0
5620,0.5181516408920288,0.5181516408920288,109.88563537597656,0.0
5640,0.5291787385940552,0.5291787385940552,109.89848327636719,0.0
5660,0.5238195061683655,0.5238195061683655,109.9115982055664,0.0
5680,0.5229392051696777,0.5229392051696777,109.92465209960938,0.0
5700,0.5331162214279175,0.5331162214279175,109.9377670288086,0.0
5720,0.5278913378715515,0.5278913378715515,109.95130157470703,0.0
5740,0.5276520252227783,0.5276520252227783,109.96485900878906,0.0
5760,0.5373055934906006,0.5373055934906006,109.9784164428711,0.0
5780,0.5316433906555176,0.5316433906555176,109.9924087524414,0.0
5800,0.5312570333480835,0.5312570333480835,110.00635528564453,0.0
5820,0.5404528975486755,0.5404528975486755,110.02019500732422,0.0
5840,0.5356100797653198,0.5356100797653198,110.03437805175781,0.0
5860,0.534974217414856,0.534974217414856,110.04847717285156,0.0
5880,0.5434019565582275,0.5434019565582275,110.06238555908203,0.0
5900,0.5385473966598511,0.5385473966598511,110.07664489746094,0.0
5920,0.5391384363174438,0.5391384363174438,110.09099578857422,0.0
5940,0.546634316444397,0.546634316444397,110.10515594482422,0.0
5960,0.5408728122711182,0.5408728122711182,110.11952209472656,0.0
5980,0.5432447195053101,0.5432447195053101,110.13409423828125,0.0
6000,0.5488743782043457,0.5488743782043457,110.1484146118164,0.0
6020,0.5454565286636353,0.5454565286636353,110.16238403320312,0.0
6040,0.5495546460151672,0.5495546460151672,110.17652893066406,0.0
6060,0.5507569313049316,0.5507569313049316,110.19013214111328,0.0
6080,0.5525432825088501,0.5525432825088501,110.2037124633789,0.0
6100,0.5530274510383606,0.5530274510383606,110.21743774414062,0.0
6120,0.5537571310997009,0.5537571310997009,110.2310791015625,0.0
6140,0.5542272329330444,0.5542272329330444,110.24506378173828,0.0
6160,0.5555291771888733,0.5555291771888733,110.2587661743164,0.0
6180,0.5531927943229675,0.5531927943229675,110.2723159790039,0.0
6200,0.5577387809753418,0.5577387809753418,110.28575897216797,0.0
6220,0.555629312992096,0.555629312992096,110.29923248291016,0.0
6240,0.5557321906089783,0.5557321906089783,110.31184387207031,0.0
6260,0.559901237487793,0.559901237487793,110.325927734375,0.0
6280,0.5581958889961243,0.5581958889961243,110.34015655517578,0.0
6300,0.5592679381370544,0.5592679381370544,110.35359954833984,0.0
6320,0.5627545714378357,0.5627545714378357,110.36831665039062,0.0
6340,0.5610083937644958,0.5610083937644958,110.3827896118164,0.0
6360,0.5622718930244446,0.5622718930244446,110.39656066894531,0.0
6380,0.5653908252716064,0.5653908252716064,110.4116439819336,0.0
6400,0.563279390335083,0.563279390335083,110.42627716064453,0.0
6420,0.5652307271957397,0.5652307271957397,110.4405288696289,0.0
6440,0.56804358959198,0.56804358959198,110.45606231689453,0.0
6460,0.5661716461181641,0.5661716461181641,110.47087097167969,0.0
6480,0.5684230923652649,0.5684230923652649,110.4852294921875,0.0
6500,0.5710009336471558,0.5710009336471558,110.50084686279297,0.0
6520,0.5686341524124146,0.5686341524124146,110.51512908935547,0.0
6540,0.5708154439926147,0.5708154439926147,110.52964782714844,0.0
6560,0.5719273686408997,0.5719273686408997,110.54475402832031,0.0
6580,0.5723931193351746,0.5723931193351746,110.5587158203125,0.0
6600,0.5773484706878662,0.5773484706878662,110.57369232177734,0.0
6620,0.5748950242996216,0.5748950242996216,110.5884017944336,0.0
6640,0.5771527290344238,0.5771527290344238,110.60481262207031,0.0
